place,state,climate,zone,tags,month,overview
Wollongong,NSW,temperate,10a,coastal,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wollongong,NSW,temperate,10a,coastal,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wollongong,NSW,temperate,10a,coastal,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wollongong,NSW,temperate,10a,coastal,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wollongong,NSW,temperate,10a,coastal,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wollongong,NSW,temperate,10a,coastal,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wollongong,NSW,temperate,10a,coastal,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wollongong,NSW,temperate,10a,coastal,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wollongong,NSW,temperate,10a,coastal,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wollongong,NSW,temperate,10a,coastal,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wollongong,NSW,temperate,10a,coastal,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wollongong,NSW,temperate,10a,coastal,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Young,NSW,cool,9b,inland,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Young,NSW,cool,9b,inland,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Young,NSW,cool,9b,inland,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Young,NSW,cool,9b,inland,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Young,NSW,cool,9b,inland,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Young,NSW,cool,9b,inland,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Young,NSW,cool,9b,inland,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Young,NSW,cool,9b,inland,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Young,NSW,cool,9b,inland,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Young,NSW,cool,9b,inland,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Young,NSW,cool,9b,inland,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Young,NSW,cool,9b,inland,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Alice Springs,NT,warm,11a,inland,January,"Heat builds intensely. Days long and hot. Summer crops produce but need deep watering.

Sow autumn crops early. Carrots, beets, brassicas, lettuce thrive as heat fades. Get in early.

Afternoon shade helps. Mulch heavily. Water early morning."
Alice Springs,NT,warm,11a,inland,February,"Heat builds intensely. Days long and hot. Summer crops produce but need deep watering.

Sow autumn crops early. Carrots, beets, brassicas, lettuce thrive as heat fades. Get in early.

Afternoon shade helps. Mulch heavily. Water early morning."
Alice Springs,NT,warm,11a,inland,March,"Autumn arrives. Heat releases, autumn crops thrive.

Prime planting season. Brassicas, lettuce, roots, peas, beans establish strongly. Direct-sow freely.

Clear summer crops. Autumn is most productive season."
Alice Springs,NT,warm,11a,inland,April,"Autumn arrives. Heat releases, autumn crops thrive.

Prime planting season. Brassicas, lettuce, roots, peas, beans establish strongly. Direct-sow freely.

Clear summer crops. Autumn is most productive season."
Alice Springs,NT,warm,11a,inland,May,"Autumn arrives. Heat releases, autumn crops thrive.

Prime planting season. Brassicas, lettuce, roots, peas, beans establish strongly. Direct-sow freely.

Clear summer crops. Autumn is most productive season."
Alice Springs,NT,warm,11a,inland,June,"Winter is cool but rarely harsh. Frosts rare.

Winter crops grow steadily. Brassicas, lettuce, spinach, peas, beans, roots thrive. Peak harvest season.

Start spring seedlings by August. Winter often easiest and most productive."
Alice Springs,NT,warm,11a,inland,July,"Winter is cool but rarely harsh. Frosts rare.

Winter crops grow steadily. Brassicas, lettuce, spinach, peas, beans, roots thrive. Peak harvest season.

Start spring seedlings by August. Winter often easiest and most productive."
Alice Springs,NT,warm,11a,inland,August,"Winter is cool but rarely harsh. Frosts rare.

Winter crops grow steadily. Brassicas, lettuce, spinach, peas, beans, roots thrive. Peak harvest season.

Start spring seedlings by August. Winter often easiest and most productive."
Alice Springs,NT,warm,11a,inland,September,"Spring arrives and heat builds fast. Transition happens quickly.

Plant spring crops early: tomatoes, capsicums, beans, squash before serious heat.

Mulch heavily. Afternoon shade valuable. Spring is brief."
Alice Springs,NT,warm,11a,inland,October,"Spring arrives and heat builds fast. Transition happens quickly.

Plant spring crops early: tomatoes, capsicums, beans, squash before serious heat.

Mulch heavily. Afternoon shade valuable. Spring is brief."
Alice Springs,NT,warm,11a,inland,November,"Spring arrives and heat builds fast. Transition happens quickly.

Plant spring crops early: tomatoes, capsicums, beans, squash before serious heat.

Mulch heavily. Afternoon shade valuable. Spring is brief."
Alice Springs,NT,warm,11a,inland,December,"Heat builds intensely. Days long and hot. Summer crops produce but need deep watering.

Sow autumn crops early. Carrots, beets, brassicas, lettuce thrive as heat fades. Get in early.

Afternoon shade helps. Mulch heavily. Water early morning."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,January,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,February,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,March,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,April,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,May,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,June,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,July,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,August,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Casuarina,NT,tropical,12b,coastal|tropical_wet_dry,September,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
